motif	human_ensembl_gene_id	mouse_ensembl_gene_id	mouse_gene_name
Ralgapa2	ENSG00000188559	ENSMUSG00000037110	Ralgapa2
Ralgps2	ENSG00000116191	ENSMUSG00000026594	Ralgps2
Ralyl	ENSG00000184672	ENSMUSG00000039717	Ralyl
Ran	ENSG00000132341	ENSMUSG00000029430	Ran
Ranbp1	ENSG00000099901	ENSMUSG00000005732	Ranbp1
Ranbp17	ENSG00000204764	ENSMUSG00000040594	Ranbp17
Ranbp2	ENSG00000153201	ENSMUSG00000003226	Ranbp2
Rap1gap	ENSG00000076864	ENSMUSG00000041351	Rap1gap
Rap1gap2	ENSG00000132359	ENSMUSG00000038807	Rap1gap2
Rap1gds1	ENSG00000138698	ENSMUSG00000028149	Rap1gds1
Rap2c	ENSG00000123728	ENSMUSG00000050029	Rap2c
Rapgef2	ENSG00000109756	ENSMUSG00000062232	Rapgef2
Rapgef4	ENSG00000091428	ENSMUSG00000049044	Rapgef4
Rapgef5	ENSG00000136237	ENSMUSG00000041992	Rapgef5
Raph1	ENSG00000173166	ENSMUSG00000026014	Raph1
Rars2	ENSG00000146282	ENSMUSG00000028292	Rars2
Rasa1	ENSG00000145715	ENSMUSG00000021549	Rasa1
Rasal2	ENSG00000075391	ENSMUSG00000070565	Rasal2
Rasef	ENSG00000165105	ENSMUSG00000043003	Rasef
Rasl11b	ENSG00000128045	ENSMUSG00000049907	Rasl11b
Rassf3	ENSG00000153179	ENSMUSG00000025795	Rassf3
Rassf8	ENSG00000123094	ENSMUSG00000030259	Rassf8
Rassf9	ENSG00000198774	ENSMUSG00000044921	Rassf9
Raver2	ENSG00000162437	ENSMUSG00000035275	Raver2
Rb1	ENSG00000139687	ENSMUSG00000022105	Rb1
Rb1cc1	ENSG00000023287	ENSMUSG00000025907	Rb1cc1
Rbak	ENSG00000146587	ENSMUSG00000061898	Rbak
Rbbp4	ENSG00000162521	ENSMUSG00000057236	Rbbp4
Rbbp6	ENSG00000122257	ENSMUSG00000030779	Rbbp6
Rbbp8	ENSG00000101773	ENSMUSG00000041238	Rbbp8
Rbfox1	ENSG00000078328	ENSMUSG00000008658	Rbfox1
Rbfox3	ENSG00000167281	ENSMUSG00000025576	Rbfox3
Rbm17	ENSG00000134453	ENSMUSG00000037197	Rbm17
Rbm20	ENSG00000203867	ENSMUSG00000043639	Rbm20
Rbm39	ENSG00000131051	ENSMUSG00000027620	Rbm39
Rbm41	ENSG00000089682	ENSMUSG00000031433	Rbm41
Rbm7	ENSG00000076053	ENSMUSG00000042396	Rbm7
Rbm8a	ENSG00000265241	ENSMUSG00000038374	Rbm8a
Rbms1	ENSG00000153250	ENSMUSG00000026970	Rbms1
Rbms3	ENSG00000144642	ENSMUSG00000039607	Rbms3
Rbmx	ENSG00000147274	ENSMUSG00000031134	Rbmx
Rbmxl1	ENSG00000213516	ENSMUSG00000037070	Rbmxl1
Rbpms	ENSG00000157110	ENSMUSG00000031586	Rbpms
Rbx1	ENSG00000100387	ENSMUSG00000022400	Rbx1
Rcan2	ENSG00000172348	ENSMUSG00000039601	Rcan2
Rcc2	ENSG00000179051	ENSMUSG00000040945	Rcc2
Rce1	ENSG00000173653	ENSMUSG00000024889	Rce1
Rcn1	ENSG00000049449	ENSMUSG00000005973	Rcn1
Rcn2	ENSG00000117906	ENSMUSG00000032320	Rcn2
Rcn3	ENSG00000142552	ENSMUSG00000019539	Rcn3
Rcor2	ENSG00000167771	ENSMUSG00000024968	Rcor2
Rcsd1	ENSG00000198771	ENSMUSG00000040723	Rcsd1
Rdh10	ENSG00000121039	ENSMUSG00000025921	Rdh10
Rdh14	ENSG00000240857	ENSMUSG00000020621	Rdh14
Rdm1	ENSG00000278023	ENSMUSG00000010362	Rdm1
Rec114	ENSG00000183324	ENSMUSG00000074269	Rec114
Reep1	ENSG00000068615	ENSMUSG00000052852	Reep1
Reep3	ENSG00000165476	ENSMUSG00000019873	Reep3
Rell1	ENSG00000181826	ENSMUSG00000047881	Rell1
Reln	ENSG00000189056	ENSMUSG00000042453	Reln
Reps1	ENSG00000135597	ENSMUSG00000019854	Reps1
Reps2	ENSG00000169891	ENSMUSG00000040855	Reps2
Rer1	ENSG00000157916	ENSMUSG00000029048	Rer1
Rerg	ENSG00000134533	ENSMUSG00000030222	Rerg
Rev1	ENSG00000135945	ENSMUSG00000026082	Rev1
Rev3l	ENSG00000009413	ENSMUSG00000019841	Rev3l
Rfc3	ENSG00000133119	ENSMUSG00000033970	Rfc3
Rfc4	ENSG00000163918	ENSMUSG00000022881	Rfc4
Rfc5	ENSG00000111445	ENSMUSG00000029363	Rfc5
Rffl	ENSG00000092871	ENSMUSG00000020696	Rffl
Rftn1	ENSG00000131378	ENSMUSG00000039316	Rftn1
Rftn2	ENSG00000162944	ENSMUSG00000025978	Rftn2
Rfx7	ENSG00000181827	ENSMUSG00000037674	Rfx7
Rgcc	ENSG00000102760	ENSMUSG00000022018	Rgcc
Rgl1	ENSG00000143344	ENSMUSG00000026482	Rgl1
Rgma	ENSG00000182175	ENSMUSG00000070509	Rgma
Rgmb	ENSG00000174136	ENSMUSG00000048027	Rgmb
Rgs17	ENSG00000091844	ENSMUSG00000019775	Rgs17
Rgs2	ENSG00000116741	ENSMUSG00000026360	Rgs2
Rgs22	ENSG00000132554	ENSMUSG00000037627	Rgs22
Rgs6	ENSG00000182732	ENSMUSG00000021219	Rgs6
Rgs7	ENSG00000182901	ENSMUSG00000026527	Rgs7
Rgs7bp	ENSG00000186479	ENSMUSG00000021719	Rgs7bp
Rhbdd1	ENSG00000144468	ENSMUSG00000026142	Rhbdd1
Rhebl1	ENSG00000167550	ENSMUSG00000023755	Rhebl1
Rhno1	ENSG00000171792	ENSMUSG00000048668	Rhno1
Rhobtb1	ENSG00000072422	ENSMUSG00000019944	Rhobtb1
Rhobtb3	ENSG00000164292	ENSMUSG00000021589	Rhobtb3
Rhoj	ENSG00000126785	ENSMUSG00000046768	Rhoj
Rhoq	ENSG00000119729	ENSMUSG00000024143	Rhoq
Rhot1	ENSG00000126858	ENSMUSG00000017686	Rhot1
Ric3	ENSG00000166405	ENSMUSG00000048330	Ric3
Rictor	ENSG00000164327	ENSMUSG00000050310	Rictor
Rif1	ENSG00000080345	ENSMUSG00000036202	Rif1
Rilpl1	ENSG00000188026	ENSMUSG00000029392	Rilpl1
Rimklb	ENSG00000166532	ENSMUSG00000040649	Rimklb
Rims1	ENSG00000079841	ENSMUSG00000041670	Rims1
Rims2	ENSG00000176406	ENSMUSG00000037386	Rims2
Rin3	ENSG00000100599	ENSMUSG00000044456	Rin3
Rlim	ENSG00000131263	ENSMUSG00000056537	Rlim
Rmnd5a	ENSG00000153561	ENSMUSG00000002222	Rmnd5a
Rmst	NA	ENSMUSG00000112117	Rmst
Rn18s-rs5	NA	ENSMUSG00000119584	Rn18s-rs5
Rnaseh1	ENSG00000171865	ENSMUSG00000020630	Rnaseh1
Rnaseh2b	ENSG00000136104	ENSMUSG00000021932	Rnaseh2b
Rnaseh2c	ENSG00000172922	ENSMUSG00000024925	Rnaseh2c
Rnaset2a	ENSG00000026297	ENSMUSG00000095687	Rnaset2a
Rnaset2b	ENSG00000026297	ENSMUSG00000094724	Rnaset2b
Rnd3	ENSG00000115963	ENSMUSG00000017144	Rnd3
Rnf103	ENSG00000239305	ENSMUSG00000052656	Rnf103
Rnf11	ENSG00000123091	ENSMUSG00000028557	Rnf11
Rnf126	ENSG00000070423	ENSMUSG00000035890	Rnf126
Rnf130	ENSG00000113269	ENSMUSG00000020376	Rnf130
Rnf144a	ENSG00000151692	ENSMUSG00000020642	Rnf144a
Rnf144b	ENSG00000137393	ENSMUSG00000038068	Rnf144b
Rnf146	ENSG00000118518	ENSMUSG00000038876	Rnf146
Rnf150	ENSG00000170153	ENSMUSG00000047747	Rnf150
Rnf152	ENSG00000176641	ENSMUSG00000047496	Rnf152
Rnf167	ENSG00000108523	ENSMUSG00000040746	Rnf167
Rnf17	ENSG00000132972	ENSMUSG00000000365	Rnf17
Rnf180	ENSG00000164197	ENSMUSG00000021720	Rnf180
Rnf182	ENSG00000180537	ENSMUSG00000044164	Rnf182
Rnf215	ENSG00000099999	ENSMUSG00000003581	Rnf215
Rnf217	ENSG00000146373	ENSMUSG00000063760	Rnf217
Rnf220	ENSG00000187147	ENSMUSG00000028677	Rnf220
Rnf41	ENSG00000181852	ENSMUSG00000025373	Rnf41
Rnf44	ENSG00000146083	ENSMUSG00000034928	Rnf44
Rnf6	ENSG00000127870	ENSMUSG00000029634	Rnf6
Rnf7	ENSG00000114125	ENSMUSG00000051234	Rnf7
Robo1	ENSG00000169855	ENSMUSG00000022883	Robo1
Robo2	ENSG00000185008	ENSMUSG00000052516	Robo2
Romo1	ENSG00000125995	ENSMUSG00000067847	Romo1
Ror1	ENSG00000185483	ENSMUSG00000035305	Ror1
Ror2	ENSG00000169071	ENSMUSG00000021464	Ror2
Rp2	ENSG00000102218	ENSMUSG00000060090	Rp2
Rpa1	ENSG00000132383	ENSMUSG00000000751	Rpa1
Rpa2	ENSG00000117748	ENSMUSG00000028884	Rpa2
Rpa3	ENSG00000106399	ENSMUSG00000012483	Rpa3
Rpf1	ENSG00000117133	ENSMUSG00000028187	Rpf1
Rpgrip1l	ENSG00000103494	ENSMUSG00000033282	Rpgrip1l
Rpn1	ENSG00000163902	ENSMUSG00000030062	Rpn1
Rpp21	ENSG00000241370	ENSMUSG00000024446	Rpp21
Rpp38	ENSG00000152464	ENSMUSG00000049950	Rpp38
Rragb	ENSG00000083750	ENSMUSG00000041658	Rragb
Rragd	ENSG00000025039	ENSMUSG00000028278	Rragd
Rras2	ENSG00000133818	ENSMUSG00000055723	Rras2
Rrbp1	ENSG00000125844	ENSMUSG00000027422	Rrbp1
Rrm1	ENSG00000167325	ENSMUSG00000030978	Rrm1
Rrm2	ENSG00000171848	ENSMUSG00000020649	Rrm2
Rrp1b	ENSG00000160208	ENSMUSG00000058392	Rrp1b
Rsl1d1	ENSG00000171490	ENSMUSG00000005846	Rsl1d1
Rspo2	ENSG00000147655	ENSMUSG00000051920	Rspo2
Rspo3	ENSG00000146374	ENSMUSG00000019880	Rspo3
Rsrc1	ENSG00000174891	ENSMUSG00000034544	Rsrc1
Rsrp1	ENSG00000117616	ENSMUSG00000037266	Rsrp1
Rtcb	ENSG00000100220	ENSMUSG00000001783	Rtcb
Rtn4	ENSG00000115310	ENSMUSG00000020458	Rtn4
Rundc1	ENSG00000198863	ENSMUSG00000035007	Rundc1
Rundc3b	ENSG00000105784	ENSMUSG00000040570	Rundc3b
Runx1t1	ENSG00000079102	ENSMUSG00000006586	Runx1t1
Ryr2	ENSG00000198626	ENSMUSG00000021313	Ryr2
Ryr3	ENSG00000198838	ENSMUSG00000057378	Ryr3
S100a10	ENSG00000197747	ENSMUSG00000041959	S100a10
S1pr3	ENSG00000213694	ENSMUSG00000067586	S1pr3
Sall1	ENSG00000103449	ENSMUSG00000031665	Sall1
Sall2	ENSG00000165821	ENSMUSG00000049532	Sall2
Sall3	ENSG00000256463	ENSMUSG00000024565	Sall3
Sall4	ENSG00000101115	ENSMUSG00000027547	Sall4
Samd1	NA	ENSMUSG00000079003	Samd1
Samd12	ENSG00000177570	ENSMUSG00000058656	Samd12
Samd4	ENSG00000020577	ENSMUSG00000021838	Samd4
Samd5	ENSG00000203727	ENSMUSG00000060487	Samd5
Samhd1	ENSG00000101347	ENSMUSG00000027639	Samhd1
Sar1a	ENSG00000079332	ENSMUSG00000020088	Sar1a
Sar1b	ENSG00000152700	ENSMUSG00000020386	Sar1b
Saraf	ENSG00000133872	ENSMUSG00000031532	Saraf
Sart1	ENSG00000175467	ENSMUSG00000039148	Sart1
Sash1	ENSG00000111961	ENSMUSG00000015305	Sash1
Sat1	ENSG00000130066	ENSMUSG00000025283	Sat1
Satb1	ENSG00000182568	ENSMUSG00000023927	Satb1
Satb2	ENSG00000119042	ENSMUSG00000038331	Satb2
Scap	ENSG00000114650	ENSMUSG00000032485	Scap
Scaper	ENSG00000140386	ENSMUSG00000034007	Scaper
Scarf2	ENSG00000244486	ENSMUSG00000012017	Scarf2
Scd1	NA	ENSMUSG00000037071	Scd1
Scd2	ENSG00000099194	ENSMUSG00000025203	Scd2
Scfd2	ENSG00000184178	ENSMUSG00000062110	Scfd2
Sclt1	ENSG00000151466	ENSMUSG00000059834	Sclt1
Scmh1	ENSG00000010803	ENSMUSG00000000085	Scmh1
Scn1a	ENSG00000144285	ENSMUSG00000064329	Scn1a
Scn3a	ENSG00000153253	ENSMUSG00000057182	Scn3a
Scn8a	ENSG00000196876	ENSMUSG00000023033	Scn8a
Scoc	ENSG00000153130	ENSMUSG00000063253	Scoc
Scrn3	ENSG00000144306	ENSMUSG00000008226	Scrn3
Scube1	ENSG00000159307	ENSMUSG00000016763	Scube1
Scube3	ENSG00000146197	ENSMUSG00000038677	Scube3
Scyl1	ENSG00000142186	ENSMUSG00000024941	Scyl1
Sdc2	ENSG00000169439	ENSMUSG00000022261	Sdc2
Sdc3	ENSG00000162512	ENSMUSG00000025743	Sdc3
Sdf2	ENSG00000132581	ENSMUSG00000002064	Sdf2
Sdf4	ENSG00000078808	ENSMUSG00000029076	Sdf4
Sdk1	ENSG00000146555	ENSMUSG00000039683	Sdk1
Sdk2	ENSG00000069188	ENSMUSG00000041592	Sdk2
Sec11a	ENSG00000140612	ENSMUSG00000025724	Sec11a
Sec11c	ENSG00000166562	ENSMUSG00000024516	Sec11c
Sec13	ENSG00000157020	ENSMUSG00000030298	Sec13
Sec23b	ENSG00000101310	ENSMUSG00000027429	Sec23b
Sec24d	ENSG00000150961	ENSMUSG00000039234	Sec24d
Sec61b	ENSG00000106803	ENSMUSG00000053317	Sec61b
Sec62	ENSG00000008952	ENSMUSG00000027706	Sec62
Seh1l	ENSG00000085415	ENSMUSG00000079614	Seh1l
Selenbp1	ENSG00000143416	ENSMUSG00000068874	Selenbp1
Sema3a	ENSG00000075213	ENSMUSG00000028883	Sema3a
Sema3c	ENSG00000075223	ENSMUSG00000028780	Sema3c
Sema3d	ENSG00000153993	ENSMUSG00000040254	Sema3d
Sema3e	ENSG00000170381	ENSMUSG00000063531	Sema3e
Sema4d	ENSG00000187764	ENSMUSG00000021451	Sema4d
Sema5a	ENSG00000112902	ENSMUSG00000022231	Sema5a
Sema5b	ENSG00000082684	ENSMUSG00000052133	Sema5b
Sema6a	ENSG00000092421	ENSMUSG00000019647	Sema6a
Sema6d	ENSG00000137872	ENSMUSG00000027200	Sema6d
Senp8	ENSG00000166192	ENSMUSG00000051705	Senp8
Serbp1	ENSG00000142864	ENSMUSG00000036371	Serbp1
Serf1	ENSG00000172058	ENSMUSG00000021643	Serf1
Serinc1	ENSG00000111897	ENSMUSG00000019877	Serinc1
Serinc5	ENSG00000164300	ENSMUSG00000021703	Serinc5
Serp1	ENSG00000120742	ENSMUSG00000027808	Serp1
Serpinb6a	ENSG00000124570	ENSMUSG00000060147	Serpinb6a
Serpine2	ENSG00000135919	ENSMUSG00000026249	Serpine2
Serpinf1	ENSG00000132386	ENSMUSG00000000753	Serpinf1
Serpinh1	ENSG00000149257	ENSMUSG00000070436	Serpinh1
Serpini1	ENSG00000163536	ENSMUSG00000027834	Serpini1
Sertad2	ENSG00000179833	ENSMUSG00000049800	Sertad2
Sertad4	ENSG00000082497	ENSMUSG00000016262	Sertad4
Sesn1	ENSG00000080546	ENSMUSG00000038332	Sesn1
Sesn3	ENSG00000149212	ENSMUSG00000032009	Sesn3
Set	ENSG00000230667	ENSMUSG00000054766	Set
Setbp1	ENSG00000152217	ENSMUSG00000024548	Setbp1
Sf3b1	ENSG00000115524	ENSMUSG00000025982	Sf3b1
Sf3b3	ENSG00000189091	ENSMUSG00000033732	Sf3b3
Sf3b6	ENSG00000115128	ENSMUSG00000037361	Sf3b6
Sfmbt1	ENSG00000163935	ENSMUSG00000006527	Sfmbt1
Sfmbt2	ENSG00000198879	ENSMUSG00000061186	Sfmbt2
Sfpq	ENSG00000116560	ENSMUSG00000028820	Sfpq
Sfr1	ENSG00000156384	ENSMUSG00000025066	Sfr1
Sfrp1	ENSG00000104332	ENSMUSG00000031548	Sfrp1
Sfrp2	ENSG00000145423	ENSMUSG00000027996	Sfrp2
Sfxn1	ENSG00000164466	ENSMUSG00000021474	Sfxn1
Sgcb	ENSG00000163069	ENSMUSG00000029156	Sgcb
Sgcd	ENSG00000170624	ENSMUSG00000020354	Sgcd
Sgce	ENSG00000127990	ENSMUSG00000004631	Sgce
Sgcz	ENSG00000185053	ENSMUSG00000039539	Sgcz
Sgip1	ENSG00000118473	ENSMUSG00000028524	Sgip1
Sgk1	ENSG00000118515	ENSMUSG00000019970	Sgk1
Sgk3	ENSG00000104205	ENSMUSG00000025915	Sgk3
Sgms1	ENSG00000198964	ENSMUSG00000040451	Sgms1
Sgpp1	ENSG00000126821	ENSMUSG00000021054	Sgpp1
Sgpp2	ENSG00000163082	ENSMUSG00000032908	Sgpp2
Sgsm2	ENSG00000141258	ENSMUSG00000038351	Sgsm2
Sh2b1	ENSG00000178188	ENSMUSG00000030733	Sh2b1
Sh2b2	ENSG00000160999	ENSMUSG00000005057	Sh2b2
Sh3bgrl	ENSG00000131171	ENSMUSG00000031246	Sh3bgrl
Sh3bgrl2	ENSG00000198478	ENSMUSG00000032261	Sh3bgrl2
Sh3bp5l	ENSG00000175137	ENSMUSG00000013646	Sh3bp5l
Sh3d19	ENSG00000109686	ENSMUSG00000028082	Sh3d19
Sh3gl3	ENSG00000140600	ENSMUSG00000030638	Sh3gl3
Sh3glb1	ENSG00000097033	ENSMUSG00000037062	Sh3glb1
Sh3kbp1	ENSG00000147010	ENSMUSG00000040990	Sh3kbp1
Sh3rf1	ENSG00000154447	ENSMUSG00000031642	Sh3rf1
Sh3rf3	ENSG00000172985	ENSMUSG00000037990	Sh3rf3
Sh3yl1	ENSG00000035115	ENSMUSG00000020669	Sh3yl1
Shcbp1	ENSG00000171241	ENSMUSG00000022322	Shcbp1
Shisa2	ENSG00000180730	ENSMUSG00000044461	Shisa2
Shisa6	ENSG00000188803	ENSMUSG00000053930	Shisa6
Shmt1	ENSG00000176974	ENSMUSG00000020534	Shmt1
Shprh	ENSG00000146414	ENSMUSG00000090112	Shprh
Shroom3	ENSG00000138771	ENSMUSG00000029381	Shroom3
Shroom4	ENSG00000158352	ENSMUSG00000068270	Shroom4
Sik2	ENSG00000170145	ENSMUSG00000037112	Sik2
Sil1	ENSG00000120725	ENSMUSG00000024357	Sil1
Sim2	ENSG00000159263	ENSMUSG00000062713	Sim2
Simc1	ENSG00000170085	ENSMUSG00000043183	Simc1
Sipa1l2	ENSG00000116991	ENSMUSG00000001995	Sipa1l2
Sipa1l3	ENSG00000105738	ENSMUSG00000030583	Sipa1l3
Sirpa	ENSG00000089012	ENSMUSG00000037902	Sirpa
Sirt1	ENSG00000096717	ENSMUSG00000020063	Sirt1
Siva1	ENSG00000184990	ENSMUSG00000064326	Siva1
Six4	ENSG00000100625	ENSMUSG00000034460	Six4
Six5	ENSG00000177045	ENSMUSG00000040841	Six5
Ska1	ENSG00000154839	ENSMUSG00000036223	Ska1
Skap1	ENSG00000141293	ENSMUSG00000057058	Skap1
Skap2	ENSG00000005020	ENSMUSG00000059182	Skap2
Skida1	ENSG00000180592	ENSMUSG00000054074	Skida1
Skp2	ENSG00000145604	ENSMUSG00000054115	Skp2
Slbp	ENSG00000163950	ENSMUSG00000004642	Slbp
Slc12a2	ENSG00000064651	ENSMUSG00000024597	Slc12a2
Slc15a2	ENSG00000163406	ENSMUSG00000022899	Slc15a2
Slc16a1	ENSG00000155380	ENSMUSG00000032902	Slc16a1
Slc16a10	ENSG00000112394	ENSMUSG00000019838	Slc16a10
Slc16a2	ENSG00000147100	ENSMUSG00000033965	Slc16a2
Slc16a7	ENSG00000118596	ENSMUSG00000020102	Slc16a7
Slc18b1	ENSG00000146409	ENSMUSG00000037455	Slc18b1
Slc1a3	ENSG00000079215	ENSMUSG00000005360	Slc1a3
Slc1a4	ENSG00000115902	ENSMUSG00000020142	Slc1a4
Slc1a5	ENSG00000105281	ENSMUSG00000001918	Slc1a5
Slc20a1	ENSG00000144136	ENSMUSG00000027397	Slc20a1
Slc20a2	ENSG00000168575	ENSMUSG00000037656	Slc20a2
Slc22a23	ENSG00000137266	ENSMUSG00000038267	Slc22a23
Slc24a2	ENSG00000155886	ENSMUSG00000037996	Slc24a2
Slc24a3	ENSG00000185052	ENSMUSG00000063873	Slc24a3
Slc25a12	ENSG00000115840	ENSMUSG00000027010	Slc25a12
Slc25a13	ENSG00000004864	ENSMUSG00000015112	Slc25a13
Slc25a20	ENSG00000178537	ENSMUSG00000032602	Slc25a20
Slc25a21	ENSG00000183032	ENSMUSG00000035472	Slc25a21
Slc25a3	ENSG00000075415	ENSMUSG00000061904	Slc25a3
Slc25a39	ENSG00000013306	ENSMUSG00000018677	Slc25a39
Slc25a4	ENSG00000151729	ENSMUSG00000031633	Slc25a4
Slc25a44	ENSG00000160785	ENSMUSG00000050144	Slc25a44
Slc25a5	ENSG00000005022	ENSMUSG00000016319	Slc25a5
Slc27a3	ENSG00000143554	ENSMUSG00000027932	Slc27a3
Slc2a1	ENSG00000117394	ENSMUSG00000028645	Slc2a1
Slc2a13	ENSG00000151229	ENSMUSG00000036298	Slc2a13
Slc2a3	NA	ENSMUSG00000003153	Slc2a3
Slc2a4	ENSG00000181856	ENSMUSG00000018566	Slc2a4
Slc2a7	ENSG00000197241	ENSMUSG00000062064	Slc2a7
Slc33a1	ENSG00000169359	ENSMUSG00000027822	Slc33a1
Slc35b1	ENSG00000121073	ENSMUSG00000020873	Slc35b1
Slc35b3	ENSG00000124786	ENSMUSG00000021432	Slc35b3
Slc35d1	ENSG00000116704	ENSMUSG00000028521	Slc35d1
Slc35f1	ENSG00000196376	ENSMUSG00000038602	Slc35f1
Slc38a1	ENSG00000111371	ENSMUSG00000023169	Slc38a1
Slc38a2	ENSG00000134294	ENSMUSG00000022462	Slc38a2
Slc38a4	ENSG00000139209	ENSMUSG00000022464	Slc38a4
Slc38a6	ENSG00000139974	ENSMUSG00000044712	Slc38a6
Slc38a9	ENSG00000177058	ENSMUSG00000047789	Slc38a9
Slc39a10	ENSG00000196950	ENSMUSG00000025986	Slc39a10
Slc39a6	ENSG00000141424	ENSMUSG00000024270	Slc39a6
Slc3a2	ENSG00000168003	ENSMUSG00000010095	Slc3a2
Slc43a2	ENSG00000167703	ENSMUSG00000038178	Slc43a2
Slc44a1	ENSG00000070214	ENSMUSG00000028412	Slc44a1
Slc44a5	ENSG00000137968	ENSMUSG00000028360	Slc44a5
Slc4a4	ENSG00000080493	ENSMUSG00000060961	Slc4a4
Slc4a7	ENSG00000033867	ENSMUSG00000021733	Slc4a7
Slc5a4b	NA	ENSMUSG00000020226	Slc5a4b
Slc6a15	ENSG00000072041	ENSMUSG00000019894	Slc6a15
Slc6a17	ENSG00000197106	ENSMUSG00000027894	Slc6a17
Slc7a1	ENSG00000139514	ENSMUSG00000041313	Slc7a1
Slc7a11	ENSG00000151012	ENSMUSG00000027737	Slc7a11
Slc7a2	ENSG00000003989	ENSMUSG00000031596	Slc7a2
Slc8a1	ENSG00000183023	ENSMUSG00000054640	Slc8a1
Slc8a3	ENSG00000100678	ENSMUSG00000079055	Slc8a3
Slc9a6	ENSG00000198689	ENSMUSG00000060681	Slc9a6
Slc9a9	ENSG00000181804	ENSMUSG00000031129	Slc9a9
Slco3a1	ENSG00000176463	ENSMUSG00000025790	Slco3a1
Slco5a1	ENSG00000137571	ENSMUSG00000025938	Slco5a1
Slf1	ENSG00000133302	ENSMUSG00000021597	Slf1
Slirp	ENSG00000119705	ENSMUSG00000021040	Slirp
Slit1	ENSG00000187122	ENSMUSG00000025020	Slit1
Slit2	ENSG00000145147	ENSMUSG00000031558	Slit2
Slit3	ENSG00000184347	ENSMUSG00000056427	Slit3
Slitrk6	ENSG00000184564	ENSMUSG00000045871	Slitrk6
Slx4ip	ENSG00000149346	ENSMUSG00000027281	Slx4ip
Smad6	ENSG00000137834	ENSMUSG00000036867	Smad6
Smad7	ENSG00000101665	ENSMUSG00000025880	Smad7
Smarca1	ENSG00000102038	ENSMUSG00000031099	Smarca1
Smarca2	ENSG00000080503	ENSMUSG00000024921	Smarca2
Smarca5	ENSG00000153147	ENSMUSG00000031715	Smarca5
Smc1b	ENSG00000077935	ENSMUSG00000022432	Smc1b
Smc2	ENSG00000136824	ENSMUSG00000028312	Smc2
Smc4	ENSG00000113810	ENSMUSG00000034349	Smc4
Smc6	ENSG00000163029	ENSMUSG00000020608	Smc6
Smchd1	ENSG00000101596	ENSMUSG00000024054	Smchd1
Smndc1	ENSG00000119953	ENSMUSG00000025024	Smndc1
Smoc1	ENSG00000198732	ENSMUSG00000021136	Smoc1
Smoc2	ENSG00000112562	ENSMUSG00000023886	Smoc2
Smpd4	ENSG00000136699	ENSMUSG00000005899	Smpd4
Sms	ENSG00000102172	ENSMUSG00000071708	Sms
Smu1	ENSG00000122692	ENSMUSG00000028409	Smu1
Smyd3	ENSG00000185420	ENSMUSG00000055067	Smyd3
Snap91	ENSG00000065609	ENSMUSG00000033419	Snap91
Snapc5	ENSG00000174446	ENSMUSG00000032398	Snapc5
Snca	ENSG00000145335	ENSMUSG00000025889	Snca
Sncaip	ENSG00000064692	ENSMUSG00000024534	Sncaip
Sned1	ENSG00000162804	ENSMUSG00000047793	Sned1
Snhg12	NA	ENSMUSG00000086290	Snhg12
Snhg17	NA	ENSMUSG00000085385	Snhg17
Snhg18	NA	ENSMUSG00000096956	Snhg18
Snhg20	NA	ENSMUSG00000086859	Snhg20
Snhg5	NA	ENSMUSG00000097195	Snhg5
Snhg6	NA	ENSMUSG00000098234	Snhg6
Snhg8	NA	ENSMUSG00000104960	Snhg8
Snora57	ENSG00000206597	ENSMUSG00000070167	Snora57
Snrnp200	ENSG00000144028	ENSMUSG00000003660	Snrnp200
Snrnp25	ENSG00000161981	ENSMUSG00000040767	Snrnp25
Snrnp48	ENSG00000168566	ENSMUSG00000021431	Snrnp48
Snrpa1	ENSG00000131876	ENSMUSG00000030512	Snrpa1
Snrpb2	ENSG00000125870	ENSMUSG00000008333	Snrpb2
Snrpd1	ENSG00000167088	ENSMUSG00000002477	Snrpd1
Snrpd2	NA	ENSMUSG00000040824	Snrpd2
Snrpf	ENSG00000139343	ENSMUSG00000020018	Snrpf
Snrpg	ENSG00000143977	ENSMUSG00000057278	Snrpg
Sntb1	ENSG00000172164	ENSMUSG00000060429	Sntb1
Sntb2	ENSG00000168807	ENSMUSG00000041308	Sntb2
Sntg1	ENSG00000147481	ENSMUSG00000025909	Sntg1
Snw1	ENSG00000100603	ENSMUSG00000021039	Snw1
Snx10	ENSG00000086300	ENSMUSG00000038301	Snx10
Snx12	ENSG00000147164	ENSMUSG00000046032	Snx12
Snx14	ENSG00000135317	ENSMUSG00000032422	Snx14
Snx16	ENSG00000104497	ENSMUSG00000027534	Snx16
Snx18	ENSG00000178996	ENSMUSG00000042364	Snx18
Snx24	ENSG00000064652	ENSMUSG00000024535	Snx24
Snx25	ENSG00000109762	ENSMUSG00000038291	Snx25
Snx5	ENSG00000089006	ENSMUSG00000027423	Snx5
Snx7	ENSG00000162627	ENSMUSG00000028007	Snx7
Sobp	ENSG00000112320	ENSMUSG00000038248	Sobp
Socs2	ENSG00000120833	ENSMUSG00000020027	Socs2
Socs6	ENSG00000170677	ENSMUSG00000056153	Socs6
Sod1	ENSG00000142168	ENSMUSG00000022982	Sod1
Son	ENSG00000159140	ENSMUSG00000022961	Son
Sorbs1	ENSG00000095637	ENSMUSG00000025006	Sorbs1
Sorbs2	ENSG00000154556	ENSMUSG00000031626	Sorbs2
